date,time,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,booking_value,ride_distance,driver_ratings,customer_rating,payment_method,price_per_km,day,month,period,hour,iscompleted
2024-07-09,1900-01-01 16:37:28,Completed,Bike,Basai Dhankot,Chanakyapuri,6.4,29.8,157.0,8.27,5.0,4.9,Uber Wallet,18.98428053204353,Tuesday,7,Afternoon,16,1
2024-01-03,1900-01-01 20:35:46,Completed,Go Sedan,Sadar Bazar Gurgaon,Bhiwadi,9.8,39.4,104.0,33.49,4.2,4.8,Cash,3.105404598387578,Wednesday,1,Evening,20,1
2024-08-16,1900-01-01 22:29:34,Completed,Bike,Hauz Rani,Dwarka Mor,14.9,16.4,50.0,21.01,4.6,4.4,UPI,2.379819133745835,Friday,8,Night,22,1
2024-05-16,1900-01-01 17:16:10,Completed,Go Mini,IGI Airport,Rohini West,8.8,31.7,176.0,18.9,4.4,4.1,UPI,9.312169312169313,Thursday,5,Evening,17,1
2024-07-28,1900-01-01 22:29:06,Completed,Go Mini,Saidulajab,Kadarpur,8.1,27.1,926.0,45.56,4.9,4.6,Debit Card,20.32484635645303,Sunday,7,Night,22,1
2024-05-02,1900-01-01 08:23:35,Completed,Premier Sedan,Noida Extension,Panchsheel Park,7.3,21.1,227.0,44.76,4.5,4.3,Cash,5.071492403932083,Thursday,5,Morning,8,1
2024-10-29,1900-01-01 10:47:25,Completed,Go Sedan,Bahadurgarh,Gurgaon Sector 29,3.5,31.7,584.0,11.53,4.3,4.4,UPI,50.65047701647875,Tuesday,10,Morning,10,1
2024-12-03,1900-01-01 11:51:57,Completed,Go Mini,Panipat,Dilshad Garden,8.3,36.1,166.0,5.38,4.2,4.1,UPI,30.855018587360597,Tuesday,12,Morning,11,1
2024-11-27,1900-01-01 14:52:23,Completed,Go Mini,Basai Dhankot,Sohna Road,4.2,38.8,702.0,43.61,3.8,4.9,Credit Card,16.09722540701674,Wednesday,11,Afternoon,14,1
2024-05-17,1900-01-01 21:09:13,Completed,Auto,Old Gurgaon,Mayur Vihar,13.8,21.3,725.0,12.23,4.6,4.6,Debit Card,59.28045789043336,Friday,5,Night,21,1
2024-09-12,1900-01-01 21:18:07,Completed,Premier Sedan,Ashok Park Main,Pulbangash,11.9,41.3,912.0,42.56,4.2,4.8,Uber Wallet,21.428571428571427,Thursday,9,Night,21,1
2024-12-18,1900-01-01 18:51:33,Completed,Go Mini,INA Market,Delhi Gate,13.0,27.6,824.0,31.96,5.0,3.2,Credit Card,25.782227784730914,Wednesday,12,Evening,18,1
2024-12-27,1900-01-01 18:39:41,Completed,Go Sedan,Hauz Rani,Saidulajab,6.5,34.4,394.0,2.99,3.7,4.9,Cash,131.7725752508361,Friday,12,Evening,18,1
2024-11-19,1900-01-01 09:19:01,Completed,Go Mini,Civil Lines Gurgaon,Jahangirpuri,7.6,44.7,172.0,25.26,4.6,3.4,Debit Card,6.809184481393507,Tuesday,11,Morning,9,1
2024-02-11,1900-01-01 20:59:19,Completed,Premier Sedan,ITO,Rithala,3.7,38.4,599.0,40.86,3.6,4.3,Uber Wallet,14.659813999021047,Sunday,2,Evening,20,1
2024-12-13,1900-01-01 13:33:28,Completed,Auto,Qutub Minar,Okhla,3.9,39.7,264.0,48.99,4.3,4.8,Cash,5.388854868340477,Friday,12,Afternoon,13,1
2024-06-13,1900-01-01 19:18:22,Completed,Auto,Chanakyapuri,Akshardham,5.2,43.7,722.0,49.18,3.9,4.8,Uber Wallet,14.680764538430257,Thursday,6,Evening,19,1
2024-07-29,1900-01-01 16:31:57,Completed,Premier Sedan,Hauz Rani,Janakpuri,7.4,16.3,753.0,30.56,3.6,4.6,UPI,24.640052356020945,Monday,7,Afternoon,16,1
2024-04-07,1900-01-01 07:51:13,Completed,Go Sedan,Tilak Nagar,GTB Nagar,11.9,43.0,972.0,41.6,3.9,4.6,Debit Card,23.365384615384613,Sunday,4,Morning,7,1
2024-08-28,1900-01-01 20:58:09,Completed,Premier Sedan,Badarpur,IFFCO Chowk,13.2,20.6,192.0,34.89,4.5,5.0,UPI,5.503009458297506,Wednesday,8,Evening,20,1
2024-03-29,1900-01-01 13:04:38,Completed,Go Mini,Indraprastha,Patel Chowk,7.0,17.5,1622.0,14.29,4.2,5.0,Uber Wallet,113.50594821553534,Friday,3,Afternoon,13,1
2024-01-09,1900-01-01 20:19:40,Completed,Bike,ITO,Rajiv Chowk,10.8,40.0,940.0,16.75,3.4,4.4,UPI,56.11940298507463,Tuesday,1,Evening,20,1
2024-06-09,1900-01-01 08:58:03,Completed,Go Sedan,Manesar,Saidulajab,11.0,24.5,589.0,19.76,4.1,4.5,UPI,29.807692307692307,Sunday,6,Morning,8,1
2024-05-14,1900-01-01 21:11:48,Completed,eBike,Dwarka Sector 21,Okhla,7.4,24.5,91.0,30.65,3.7,5.0,UPI,2.969004893964111,Tuesday,5,Night,21,1
2024-08-10,1900-01-01 06:04:47,Completed,Premier Sedan,Vaishali,Peeragarhi,5.2,17.0,312.0,22.68,4.1,3.7,UPI,13.756613756613756,Saturday,8,Morning,6,1
2024-08-11,1900-01-01 14:28:18,Completed,Go Mini,Jama Masjid,Tis Hazari,5.2,36.1,763.0,33.73,3.5,4.2,UPI,22.62081233323451,Sunday,8,Afternoon,14,1
2024-04-01,1900-01-01 11:53:24,Completed,Auto,IFFCO Chowk,Udyog Vihar,9.7,39.3,737.0,39.17,3.3,4.6,Debit Card,18.81541996425836,Monday,4,Morning,11,1
2024-05-29,1900-01-01 18:31:44,Completed,Auto,Qutub Minar,Shivaji Park,5.4,40.6,339.0,38.13,4.6,4.3,Debit Card,8.890637293469709,Wednesday,5,Evening,18,1
2024-06-11,1900-01-01 18:25:39,Completed,Auto,Bhikaji Cama Place,Tughlakabad,11.0,20.0,479.0,19.31,4.1,4.6,Uber Wallet,24.80580010357328,Tuesday,6,Evening,18,1
2024-01-11,1900-01-01 15:56:22,Completed,Premier Sedan,Sonipat,Panipat,5.7,28.4,421.0,16.08,3.4,4.2,Uber Wallet,26.181592039800996,Thursday,1,Afternoon,15,1
2024-07-31,1900-01-01 20:04:19,Completed,Go Mini,IGI Airport,Hero Honda Chowk,5.2,24.7,277.0,12.64,4.3,4.7,UPI,21.914556962025316,Wednesday,7,Evening,20,1
2024-01-01,1900-01-01 10:12:05,Completed,Bike,Vatika Chowk,Jor Bagh,6.7,31.7,398.0,20.54,5.0,4.5,Uber Wallet,19.37682570593963,Monday,1,Morning,10,1
2024-03-23,1900-01-01 06:14:54,Completed,Auto,Ghitorni Village,Jhilmil,12.7,34.1,223.0,24.51,4.4,4.7,Debit Card,9.098327213382293,Saturday,3,Morning,6,1
2024-11-27,1900-01-01 12:07:47,Completed,Go Mini,Samaypur Badli,Manesar,3.6,24.9,230.0,12.94,3.1,4.6,UPI,17.77434312210201,Wednesday,11,Afternoon,12,1
2024-08-12,1900-01-01 09:33:48,Completed,eBike,Jor Bagh,Khandsa,6.7,25.2,414.0,45.78,4.9,4.9,UPI,9.043250327653997,Monday,8,Morning,9,1
2024-10-21,1900-01-01 23:12:45,Completed,Auto,Subhash Chowk,Palam Vihar,9.2,39.1,110.0,34.45,4.3,4.9,UPI,3.1930333817126266,Monday,10,Night,23,1
2024-08-14,1900-01-01 20:17:33,Completed,Go Sedan,Jama Masjid,Ghitorni,6.8,28.4,271.0,16.08,4.1,4.1,UPI,16.853233830845774,Wednesday,8,Evening,20,1
2024-01-07,1900-01-01 06:45:17,Completed,Go Sedan,IGI Airport,Greater Noida,11.0,21.9,669.0,42.41,3.3,3.7,UPI,15.77458146663523,Sunday,1,Morning,6,1
2024-08-06,1900-01-01 17:06:02,Completed,Go Mini,Subhash Chowk,India Gate,14.6,22.6,209.0,21.85,4.2,4.9,UPI,9.565217391304348,Tuesday,8,Evening,17,1
2024-01-04,1900-01-01 12:10:59,Completed,Bike,Pataudi Chowk,Tughlakabad,10.9,40.1,103.0,7.38,4.3,4.6,Debit Card,13.956639566395664,Thursday,1,Afternoon,12,1
2024-07-24,1900-01-01 17:26:24,Completed,Bike,Raj Nagar Extension,Botanical Garden,14.3,33.9,869.0,4.0,4.4,4.3,Credit Card,217.25,Wednesday,7,Evening,17,1
2024-09-15,1900-01-01 03:00:03,Completed,Premier Sedan,Connaught Place,Laxmi Nagar,10.4,28.3,169.0,16.14,4.6,4.7,Credit Card,10.47087980173482,Sunday,9,Night,3,1
2024-12-01,1900-01-01 07:51:08,Completed,Auto,Jasola,Narsinghpur,2.7,33.0,135.0,39.19,4.5,4.2,Credit Card,3.4447563153865786,Sunday,12,Morning,7,1
2024-03-04,1900-01-01 08:19:03,Completed,Go Sedan,Rohini West,Dwarka Sector 21,10.4,29.3,368.0,23.29,4.3,4.9,Cash,15.800772863890082,Monday,3,Morning,8,1
2024-12-09,1900-01-01 20:00:17,Completed,Premier Sedan,Nawada,Lal Quila,7.0,15.0,227.0,45.42,4.3,4.2,Uber Wallet,4.997798326728313,Monday,12,Evening,20,1
2024-07-18,1900-01-01 06:34:53,Completed,Auto,Ashram,Ramesh Nagar,6.9,23.9,213.0,13.38,5.0,4.6,UPI,15.919282511210762,Thursday,7,Morning,6,1
2024-05-23,1900-01-01 16:01:34,Completed,Go Mini,Jor Bagh,Noida Sector 62,7.1,33.2,180.0,21.81,3.1,4.6,Cash,8.253094910591471,Thursday,5,Afternoon,16,1
2024-03-18,1900-01-01 14:42:39,Completed,Go Mini,DLF City Court,GTB Nagar,14.4,43.3,988.0,20.38,3.7,4.1,Debit Card,48.47890088321884,Monday,3,Afternoon,14,1
2024-11-02,1900-01-01 18:33:16,Completed,Auto,IFFCO Chowk,ITO,11.1,29.4,464.0,8.86,4.7,4.1,UPI,52.37020316027088,Saturday,11,Evening,18,1
2024-10-18,1900-01-01 07:37:53,Completed,Go Sedan,Madipur,Ashok Vihar,10.3,37.1,443.0,49.85,4.3,4.1,Cash,8.88665997993982,Friday,10,Morning,7,1
2024-03-20,1900-01-01 16:21:09,Completed,Go Sedan,Gurgaon Sector 29,Ashok Vihar,12.9,18.0,1596.0,45.06,4.1,5.0,Cash,35.41944074567243,Wednesday,3,Afternoon,16,1
2024-01-11,1900-01-01 16:49:07,Completed,Premier Sedan,Pragati Maidan,Ramesh Nagar,13.0,37.2,180.0,29.99,3.7,4.8,UPI,6.002000666888963,Thursday,1,Afternoon,16,1
2024-03-13,1900-01-01 18:40:55,Completed,Auto,Golf Course Road,Old Gurgaon,4.8,17.2,847.0,36.13,3.4,4.6,UPI,23.443122059230554,Wednesday,3,Evening,18,1
2024-02-17,1900-01-01 15:10:02,Completed,Go Sedan,Mansarovar Park,Jhilmil,7.2,19.1,941.0,33.0,3.3,4.6,UPI,28.515151515151516,Saturday,2,Afternoon,15,1
2024-11-22,1900-01-01 15:06:58,Completed,Go Sedan,IIT Delhi,Kashmere Gate,12.6,26.6,665.0,44.18,4.5,3.9,UPI,15.052059755545496,Friday,11,Afternoon,15,1
2024-02-26,1900-01-01 18:32:33,Completed,Auto,Ghitorni,Nehru Place,4.6,36.8,276.0,39.93,4.0,4.6,Credit Card,6.912096168294515,Monday,2,Evening,18,1
2024-08-04,1900-01-01 11:24:09,Completed,Go Sedan,IIT Delhi,Meerut,7.5,34.1,489.0,15.97,3.7,4.9,Uber Wallet,30.619912335629305,Sunday,8,Morning,11,1
2024-09-14,1900-01-01 08:15:57,Completed,Auto,Noida Sector 62,Tis Hazari,10.4,41.8,272.0,22.51,4.6,4.6,Cash,12.083518436250554,Saturday,9,Morning,8,1
2024-12-08,1900-01-01 12:43:46,Completed,Go Mini,Azadpur,Ghitorni,6.7,32.8,535.0,2.45,4.4,3.8,Cash,218.36734693877548,Sunday,12,Afternoon,12,1
2024-08-08,1900-01-01 14:23:09,Completed,Auto,Vaishali,Panchsheel Park,9.5,16.2,430.0,16.14,4.3,4.2,Credit Card,26.64188351920694,Thursday,8,Afternoon,14,1
2024-04-26,1900-01-01 00:19:29,Completed,Premier Sedan,Shahdara,Satguru Ram Singh Marg,2.9,17.6,440.0,15.76,4.5,5.0,UPI,27.918781725888326,Friday,4,Night,0,1
2024-10-12,1900-01-01 15:42:39,Completed,Go Sedan,Netaji Subhash Place,Moti Nagar,4.9,24.0,1123.0,23.96,3.3,4.6,UPI,46.869782971619365,Saturday,10,Afternoon,15,1
2024-08-10,1900-01-01 15:05:24,Completed,Go Mini,Old Gurgaon,Vidhan Sabha,3.8,27.8,1259.0,11.69,4.1,3.1,Debit Card,107.6988879384089,Saturday,8,Afternoon,15,1
2024-06-02,1900-01-01 03:26:35,Completed,Bike,Nirman Vihar,Huda City Centre,10.8,17.5,459.0,5.16,4.2,4.6,UPI,88.95348837209302,Sunday,6,Night,3,1
2024-01-20,1900-01-01 17:20:09,Completed,Bike,Hero Honda Chowk,Pitampura,3.6,39.5,349.0,34.97,4.4,4.1,UPI,9.979982842436375,Saturday,1,Evening,17,1
2024-03-30,1900-01-01 13:47:14,Completed,Bike,Udyog Vihar Phase 4,Noida Extension,14.4,33.5,997.0,47.73,4.3,4.4,UPI,20.888330190655772,Saturday,3,Afternoon,13,1
2024-03-28,1900-01-01 14:00:14,Completed,Auto,Kalkaji,Noida Extension,11.0,17.2,672.0,29.65,4.2,4.3,Uber Wallet,22.66441821247892,Thursday,3,Afternoon,14,1
2024-03-14,1900-01-01 11:52:33,Completed,Go Mini,GTB Nagar,IMT Manesar,5.9,27.2,377.0,31.69,4.3,4.5,Cash,11.896497317765856,Thursday,3,Morning,11,1
2024-11-28,1900-01-01 20:09:23,Completed,eBike,Sonipat,Vishwavidyalaya,3.8,43.0,948.0,29.36,4.2,4.3,UPI,32.28882833787466,Thursday,11,Evening,20,1
2024-04-30,1900-01-01 09:59:03,Completed,Go Mini,Hauz Rani,Ramesh Nagar,11.4,16.9,619.0,29.43,3.1,4.6,UPI,21.032959565069657,Tuesday,4,Morning,9,1
2024-01-12,1900-01-01 18:09:06,Completed,Bike,Kalkaji,Vatika Chowk,6.1,24.0,452.0,25.14,4.2,5.0,Debit Card,17.979315831344472,Friday,1,Evening,18,1
2024-12-08,1900-01-01 18:51:47,Completed,Go Mini,Jhilmil,Hauz Rani,14.4,17.7,1265.0,18.11,4.2,4.2,Cash,69.85091109884043,Sunday,12,Evening,18,1
2024-03-13,1900-01-01 20:17:51,Completed,Go Sedan,Dwarka Sector 21,Mandi House,6.9,23.6,362.0,46.07,4.4,3.8,UPI,7.857607987844585,Wednesday,3,Evening,20,1
2024-03-24,1900-01-01 20:25:03,Completed,eBike,Hauz Rani,Connaught Place,14.1,43.1,512.0,20.51,5.0,4.3,UPI,24.963432471964893,Sunday,3,Evening,20,1
2024-09-29,1900-01-01 20:54:36,Completed,Go Sedan,Subhash Nagar,Samaypur Badli,12.5,38.0,905.0,38.42,4.3,4.7,UPI,23.55543987506507,Sunday,9,Evening,20,1
2024-07-31,1900-01-01 17:41:06,Completed,Go Sedan,Patel Chowk,RK Puram,5.4,29.3,332.0,10.99,4.6,4.7,UPI,30.209281164695177,Wednesday,7,Evening,17,1
2024-01-11,1900-01-01 22:08:27,Completed,Auto,DLF Phase 3,Vidhan Sabha,8.5,43.4,130.0,31.16,4.6,4.5,Uber Wallet,4.17201540436457,Thursday,1,Night,22,1
2024-03-13,1900-01-01 13:02:49,Completed,Premier Sedan,Udyog Vihar Phase 4,Rohini,14.0,25.0,377.0,29.6,4.4,4.4,UPI,12.736486486486486,Wednesday,3,Afternoon,13,1
2024-04-07,1900-01-01 19:16:01,Completed,Auto,Anand Vihar ISBT,Moolchand,12.6,24.9,376.0,31.18,4.1,4.6,Cash,12.059012187299551,Sunday,4,Evening,19,1
2024-10-01,1900-01-01 22:35:01,Completed,Go Mini,Tis Hazari,Badarpur,9.7,43.9,574.0,48.68,4.6,4.4,UPI,11.791290057518488,Tuesday,10,Night,22,1
2024-07-10,1900-01-01 15:29:48,Completed,eBike,Ardee City,Vasant Kunj,7.1,22.4,830.0,10.21,3.9,4.7,Cash,81.29285014691479,Wednesday,7,Afternoon,15,1
2024-05-06,1900-01-01 13:10:10,Completed,Premier Sedan,Rajouri Garden,Dwarka Sector 21,6.1,21.8,748.0,34.7,4.5,4.4,Uber Wallet,21.556195965417867,Monday,5,Afternoon,13,1
2024-04-04,1900-01-01 08:06:42,Completed,Auto,IFFCO Chowk,Mundka,8.8,20.3,800.0,45.66,4.1,4.6,UPI,17.520805957074028,Thursday,4,Morning,8,1
2024-10-22,1900-01-01 09:18:07,Completed,Go Sedan,Maidan Garhi,Sultanpur,5.5,19.7,281.0,43.39,4.6,3.3,UPI,6.476146577552432,Tuesday,10,Morning,9,1
2024-12-10,1900-01-01 13:29:42,Completed,eBike,Nehru Place,Dwarka Mor,5.9,40.7,146.0,48.56,4.2,5.0,UPI,3.0065897858319603,Tuesday,12,Afternoon,13,1
2024-12-21,1900-01-01 12:33:42,Completed,Go Mini,Ashok Park Main,Malviya Nagar,4.2,36.5,794.0,41.82,4.9,5.0,Cash,18.986131037780964,Saturday,12,Afternoon,12,1
2024-08-25,1900-01-01 12:07:32,Completed,Auto,AIIMS,Green Park,11.3,31.7,370.0,11.05,3.0,4.8,Debit Card,33.4841628959276,Sunday,8,Afternoon,12,1
2024-11-25,1900-01-01 03:20:21,Completed,Auto,Manesar,Ashram,11.9,20.3,329.0,41.95,4.6,4.2,Cash,7.842669845053635,Monday,11,Night,3,1
2024-07-17,1900-01-01 17:20:24,Completed,Auto,Sarai Kale Khan,Saidulajab,4.1,42.3,196.0,2.69,4.2,4.6,Credit Card,72.86245353159852,Wednesday,7,Evening,17,1
2024-01-01,1900-01-01 08:47:50,Completed,Go Sedan,Samaypur Badli,Old Gurgaon,14.7,23.1,344.0,16.76,3.8,4.9,UPI,20.52505966587112,Monday,1,Morning,8,1
2024-10-30,1900-01-01 06:35:55,Completed,Auto,Yamuna Bank,Shastri Park,11.9,21.5,888.0,16.86,4.3,4.4,Uber Wallet,52.669039145907476,Wednesday,10,Morning,6,1
2024-11-19,1900-01-01 08:54:30,Completed,Uber XL,Rohini East,Model Town,14.0,34.9,95.0,45.03,3.3,4.6,Uber Wallet,2.109704641350211,Tuesday,11,Morning,8,1
2024-04-12,1900-01-01 00:17:00,Completed,Go Sedan,Laxmi Nagar,Rohini,4.3,23.3,166.0,38.03,3.3,4.9,Debit Card,4.364975019721273,Friday,4,Night,0,1
2024-04-26,1900-01-01 13:20:29,Completed,Go Mini,Subhash Chowk,Tagore Garden,7.2,16.3,335.0,44.05,4.1,4.0,UPI,7.604994324631101,Friday,4,Afternoon,13,1
2024-04-09,1900-01-01 14:30:03,Completed,Go Sedan,Keshav Puram,Barakhamba Road,9.9,27.6,226.0,11.13,3.4,4.9,UPI,20.30548068283917,Tuesday,4,Afternoon,14,1
2024-06-21,1900-01-01 16:15:28,Completed,eBike,Udyog Bhawan,Udyog Vihar,9.5,40.4,221.0,8.84,4.3,4.6,UPI,25.0,Friday,6,Afternoon,16,1
2024-08-21,1900-01-01 19:39:57,Completed,Go Sedan,Saidulajab,South Extension,12.5,29.4,240.0,2.37,3.8,3.3,UPI,101.26582278481013,Wednesday,8,Evening,19,1
2024-10-27,1900-01-01 17:11:37,Completed,Bike,Udyog Bhawan,Mansarovar Park,3.8,15.6,181.0,2.27,3.7,5.0,UPI,79.73568281938326,Sunday,10,Evening,17,1
2024-07-29,1900-01-01 08:26:56,Completed,Go Mini,Kashmere Gate ISBT,Moti Nagar,13.6,32.7,590.0,33.81,4.7,4.0,UPI,17.450458444247264,Monday,7,Morning,8,1
2024-11-04,1900-01-01 13:41:50,Completed,Auto,Greater Noida,Kanhaiya Nagar,2.7,19.0,311.0,34.56,4.4,4.2,Credit Card,8.998842592592592,Monday,11,Afternoon,13,1
2024-07-23,1900-01-01 20:32:55,Completed,Auto,Punjabi Bagh,Badarpur,14.4,25.7,218.0,29.02,4.1,4.3,UPI,7.512060647829084,Tuesday,7,Evening,20,1
2024-08-23,1900-01-01 01:18:55,Completed,eBike,Dwarka Sector 21,Sonipat,7.7,19.8,893.0,36.29,4.6,4.5,Uber Wallet,24.60732984293194,Friday,8,Night,1,1
2024-06-30,1900-01-01 09:03:00,Completed,Go Mini,Nirman Vihar,Nehru Place,4.9,37.5,648.0,45.01,4.8,4.6,Cash,14.396800710953123,Sunday,6,Morning,9,1
2024-02-11,1900-01-01 19:25:49,Completed,Auto,Ardee City,IIT Delhi,4.9,25.7,266.0,8.88,4.9,4.5,UPI,29.954954954954953,Sunday,2,Evening,19,1
2024-03-15,1900-01-01 22:34:36,Completed,Auto,Noida Extension,India Gate,9.6,40.8,441.0,49.72,4.6,4.5,UPI,8.869670152855994,Friday,3,Night,22,1
2024-10-19,1900-01-01 12:56:50,Completed,Auto,Manesar,Chhatarpur,5.2,17.3,70.0,10.23,4.2,4.9,UPI,6.842619745845552,Saturday,10,Afternoon,12,1
2024-09-27,1900-01-01 16:06:27,Completed,Auto,Paschim Vihar,Dwarka Mor,12.0,34.2,380.0,33.19,4.2,4.4,Debit Card,11.449231696294065,Friday,9,Afternoon,16,1
2024-08-10,1900-01-01 10:04:13,Completed,Auto,New Delhi Railway Station,Ghitorni,2.4,36.8,288.0,40.79,4.6,4.5,Uber Wallet,7.060554057367002,Saturday,8,Morning,10,1
2024-07-24,1900-01-01 09:56:25,Completed,Bike,Indirapuram,Vaishali,2.1,31.7,89.0,6.76,4.9,4.9,Debit Card,13.165680473372781,Wednesday,7,Morning,9,1
2024-07-24,1900-01-01 11:09:50,Completed,Auto,Satguru Ram Singh Marg,Greater Noida,13.9,43.6,843.0,45.82,4.4,4.7,UPI,18.398079441292012,Wednesday,7,Morning,11,1
2024-01-31,1900-01-01 19:31:10,Completed,Auto,Ambience Mall,IIT Delhi,10.6,42.0,993.0,40.09,3.7,4.9,UPI,24.769269144425042,Wednesday,1,Evening,19,1
2024-12-11,1900-01-01 06:59:31,Completed,Go Sedan,Faridabad Sector 15,Seelampur,8.1,30.6,142.0,40.8,4.3,4.2,UPI,3.480392156862745,Wednesday,12,Morning,6,1
2024-06-27,1900-01-01 03:45:06,Completed,Go Sedan,Aya Nagar,Jasola,12.6,18.1,253.0,43.08,4.7,4.2,Cash,5.872794800371402,Thursday,6,Night,3,1
2024-12-18,1900-01-01 10:18:05,Completed,Bike,Sarai Kale Khan,Kaushambi,14.0,24.6,454.0,19.89,4.6,4.9,UPI,22.825540472599297,Wednesday,12,Morning,10,1
2024-02-12,1900-01-01 18:49:54,Completed,Go Sedan,Khan Market,Welcome,11.5,21.9,330.0,14.44,4.7,4.2,Debit Card,22.85318559556787,Monday,2,Evening,18,1
2024-05-28,1900-01-01 16:27:48,Completed,Auto,Shahdara,Model Town,2.2,30.3,636.0,2.65,4.6,4.0,Debit Card,240.0,Tuesday,5,Afternoon,16,1
2024-09-27,1900-01-01 19:52:21,Completed,Uber XL,Chirag Delhi,IIT Delhi,8.8,31.6,110.0,9.83,4.4,4.3,UPI,11.190233977619531,Friday,9,Evening,19,1
2024-04-24,1900-01-01 16:42:27,Completed,Go Sedan,Jor Bagh,Ramesh Nagar,12.3,39.8,934.0,12.83,4.3,4.3,Cash,72.79812938425565,Wednesday,4,Afternoon,16,1
2024-09-05,1900-01-01 18:14:18,Completed,Go Mini,Delhi Gate,Jhilmil,8.3,20.6,325.0,26.87,4.8,4.6,UPI,12.095273539263118,Thursday,9,Evening,18,1
2024-06-29,1900-01-01 11:56:22,Completed,Auto,Netaji Subhash Place,Bahadurgarh,9.6,40.6,446.0,34.7,3.9,4.6,UPI,12.853025936599423,Saturday,6,Morning,11,1
2024-10-22,1900-01-01 08:23:28,Completed,Go Sedan,Ghaziabad,Panchsheel Park,12.9,44.6,988.0,12.21,4.2,4.9,Cash,80.9172809172809,Tuesday,10,Morning,8,1
2024-12-13,1900-01-01 19:41:33,Completed,Go Sedan,Mayur Vihar,Kashmere Gate ISBT,9.3,34.9,1677.0,49.67,4.6,4.2,Cash,33.762834709079925,Friday,12,Evening,19,1
2024-10-07,1900-01-01 10:58:29,Completed,Bike,Dwarka Sector 21,Saket A Block,10.4,32.7,644.0,49.4,3.6,4.9,UPI,13.036437246963564,Monday,10,Morning,10,1
2024-09-24,1900-01-01 23:24:38,Completed,Go Sedan,Nehru Place,Jahangirpuri,3.3,33.9,274.0,46.16,4.1,4.2,UPI,5.935875216637782,Tuesday,9,Night,23,1
2024-01-03,1900-01-01 12:15:34,Completed,Auto,Kashmere Gate ISBT,Saket,4.6,32.4,422.0,37.22,3.9,4.9,UPI,11.337990327780764,Wednesday,1,Afternoon,12,1
2024-07-27,1900-01-01 08:33:23,Completed,Premier Sedan,Model Town,Chandni Chowk,10.0,24.2,402.0,31.23,4.2,4.1,Debit Card,12.87223823246878,Saturday,7,Morning,8,1
2024-04-29,1900-01-01 16:06:38,Completed,Go Mini,IGI Airport,New Colony,13.1,36.5,244.0,47.03,3.7,4.9,UPI,5.188177758877313,Monday,4,Afternoon,16,1
2024-07-15,1900-01-01 01:31:23,Completed,Premier Sedan,Kanhaiya Nagar,Udyog Vihar Phase 4,14.1,30.8,153.0,7.54,3.4,4.6,Cash,20.29177718832891,Monday,7,Night,1,1
2024-05-06,1900-01-01 14:27:17,Completed,Auto,ITO,MG Road,4.1,42.9,294.0,43.42,4.4,4.8,UPI,6.771073238139106,Monday,5,Afternoon,14,1
2024-03-11,1900-01-01 19:14:10,Completed,Go Mini,Nawada,Sikanderpur,8.5,42.4,53.0,5.03,4.4,4.2,UPI,10.536779324055665,Monday,3,Evening,19,1
2024-07-03,1900-01-01 10:58:47,Completed,Uber XL,Pragati Maidan,ITO,15.0,41.9,876.0,31.88,4.3,4.7,UPI,27.478042659974907,Wednesday,7,Morning,10,1
2024-08-16,1900-01-01 18:35:10,Completed,eBike,Nehru Place,Chandni Chowk,11.3,15.7,979.0,16.18,4.7,4.6,Debit Card,60.50679851668727,Friday,8,Evening,18,1
2024-07-20,1900-01-01 17:28:39,Completed,Auto,Arjangarh,Sonipat,2.9,23.0,167.0,26.12,4.3,4.2,UPI,6.393568147013783,Saturday,7,Evening,17,1
2024-06-03,1900-01-01 10:15:30,Completed,Go Sedan,Paharganj,Indraprastha,6.2,40.1,460.0,12.88,4.3,4.4,Cash,35.714285714285715,Monday,6,Morning,10,1
2024-04-12,1900-01-01 09:22:11,Completed,Auto,Anand Vihar ISBT,Peeragarhi,5.3,44.0,1591.0,11.51,4.0,4.6,UPI,138.22762814943528,Friday,4,Morning,9,1
2024-11-04,1900-01-01 20:19:14,Completed,Uber XL,Arjangarh,Golf Course Road,9.0,39.6,498.0,40.24,3.6,4.6,Cash,12.375745526838966,Monday,11,Evening,20,1
2024-09-02,1900-01-01 18:10:55,Completed,Go Mini,Madipur,Sarai Kale Khan,3.6,36.0,513.0,10.11,4.4,4.6,Cash,50.74183976261128,Monday,9,Evening,18,1
2024-11-13,1900-01-01 09:20:47,Completed,Auto,Govindpuri,Arjangarh,8.8,22.8,331.0,31.2,4.8,4.8,Cash,10.60897435897436,Wednesday,11,Morning,9,1
2024-11-04,1900-01-01 06:12:14,Completed,Go Sedan,Kashmere Gate ISBT,Samaypur Badli,4.1,39.5,55.0,2.21,4.1,4.9,Cash,24.8868778280543,Monday,11,Morning,6,1
2024-11-16,1900-01-01 19:02:09,Completed,Auto,Vidhan Sabha,Gurgaon Sector 29,11.1,42.0,1014.0,21.94,4.6,4.9,Credit Card,46.21695533272561,Saturday,11,Evening,19,1
2024-10-18,1900-01-01 19:46:23,Completed,Auto,Basai Dhankot,Bahadurgarh,2.6,41.0,463.0,21.76,4.5,4.9,Cash,21.277573529411764,Friday,10,Evening,19,1
2024-06-22,1900-01-01 06:01:03,Completed,Auto,Ghitorni Village,Palam Vihar,9.1,18.7,3655.0,16.8,4.7,4.5,UPI,217.5595238095238,Saturday,6,Morning,6,1
